,O2,CH4,O3,H2O,OH,H2,CO,T_time,alt,rh,time,O2_flux,ri_flux
30,3.680009000925473e-10,6.37835766069404e-05,1.8495961094131933e-13,7.055250650637838e-06,4.522572132414191e-14,5.496433975340831e-05,1.998840704230236e-06,215.0,1525000.0,0.06132328971275929,1261440000000000.0,1800000000000.0,33000000000.0
31,4.361980057898277e-10,6.36465593536861e-05,2.1120164728432126e-13,6.973342982769728e-06,5.0678141029773995e-14,5.53189542474321e-05,2.1975361125856316e-06,215.0,1575000.0,0.05612530871916043,1261440000000000.0,1800000000000.0,33000000000.0
32,5.150307295162066e-10,6.349079022611656e-05,2.3966673008659744e-13,6.874864625479392e-06,5.6513948947964084e-14,5.57269613994168e-05,2.417607845653439e-06,215.0,1625000.0,0.051237959545164365,1261440000000000.0,1800000000000.0,33000000000.0
33,6.050678451468105e-10,6.332142792849357e-05,2.699772582281425e-13,6.762099016362542e-06,6.294886790913968e-14,5.6175757172601104e-05,2.6507472201207772e-06,215.0,1675000.0,0.046668559998647365,1261440000000000.0,1800000000000.0,33000000000.0
34,7.076111036425586e-10,6.314030416373666e-05,3.020205638537982e-13,6.635570649838882e-06,7.012791096409595e-14,5.666113980295625e-05,2.8937203830995707e-06,215.0,1725000.0,0.04240739455601905,1261440000000000.0,1800000000000.0,33000000000.0
35,8.236811884163152e-10,6.295042347488698e-05,3.3547538483147724e-13,6.496871522718682e-06,7.823418260735457e-14,5.717554246506096e-05,3.1419911059939135e-06,215.0,1775000.0,0.0384497277954152,1261440000000000.0,1800000000000.0,33000000000.0
36,9.5437313297215e-10,6.275452761552099e-05,3.699863506365811e-13,6.347691936865655e-06,8.746057233066089e-14,5.771184610527506e-05,3.391679005225236e-06,215.0,1825000.0,0.03478850361343008,1261440000000000.0,1800000000000.0,33000000000.0
37,1.1012995481896817e-09,6.255412654320731e-05,4.0533139821006754e-13,6.188997618382327e-06,9.799512320908525e-14,5.8266107066946604e-05,3.64070098395652e-06,215.0,1875000.0,0.031410610369989184,1261440000000000.0,1800000000000.0,33000000000.0
38,1.2653814780167755e-09,6.235376944697038e-05,4.409150344957357e-13,6.024376185401962e-06,1.1014036122962615e-13,5.8825782146471356e-05,3.883428708493578e-06,215.0,1925000.0,0.028314541444975562,1261440000000000.0,1800000000000.0,33000000000.0
39,1.4468737729002708e-09,6.215901666908756e-05,4.758806356356585e-13,5.8586529896893975e-06,1.2426760299337778e-13,5.9375126205927036e-05,4.113436138752786e-06,215.0,1975000.0,0.02550009796274115,1261440000000000.0,1800000000000.0,33000000000.0
40,1.647368340417684e-09,6.19706578136372e-05,5.098933541886028e-13,5.692904767189406e-06,1.4067003207428792e-13,5.99115507202056e-05,4.330246101299831e-06,215.0,2025000.0,0.022947207840119478,1261440000000000.0,1800000000000.0,33000000000.0
41,1.8688454998976327e-09,6.178816811299678e-05,5.427486556237174e-13,5.527049361649761e-06,1.596384719160421e-13,6.043620788570971e-05,4.5348850407255645e-06,215.0,2075000.0,0.02063223908132918,1261440000000000.0,1800000000000.0,33000000000.0
42,2.113924521258287e-09,6.161031949516471e-05,5.744010139635995e-13,5.360275004288099e-06,1.8148577909094208e-13,6.095235369449595e-05,4.7290695088975094e-06,215.0,2125000.0,0.018531151537460693,1261440000000000.0,1800000000000.0,33000000000.0
43,2.3856030364502545e-09,6.143624904141168e-05,6.048362794516811e-13,5.191998474524187e-06,2.0658278994581071e-13,6.146229065296186e-05,4.913998362016067e-06,215.0,2175000.0,0.016623307485259864,1261440000000000.0,1800000000000.0,33000000000.0
44,2.6869880486233095e-09,6.126585904540807e-05,6.339847544868802e-13,5.022309562327533e-06,2.353773280873394e-13,6.196614251412554e-05,5.08998933100204e-06,215.0,2225000.0,0.014892209344270987,1261440000000000.0,1800000000000.0,33000000000.0
45,3.0218210472365254e-09,6.109905410523607e-05,6.618505576985871e-13,4.851280640682687e-06,2.683884673769335e-13,6.246404378459986e-05,5.257336691583408e-06,215.0,2275000.0,0.013322632590719209,1261440000000000.0,1800000000000.0,33000000000.0
46,3.3944684122616536e-09,6.093574066233218e-05,6.884838259611256e-13,4.678968514697356e-06,3.062131458182428e-13,6.295613905384516e-05,5.416314361285809e-06,215.0,2325000.0,0.011900548996752797,1261440000000000.0,1800000000000.0,33000000000.0
47,3.809803692992957e-09,6.077582669645274e-05,7.139318839217115e-13,4.505416119110982e-06,3.4953494502248106e-13,6.344258211260041e-05,5.5671782752845166e-06,215.0,2375000.0,0.01061305039237469,1261440000000000.0,1800000000000.0,33000000000.0
48,4.27258064375949e-09,6.061922155943966e-05,7.381024223277826e-13,4.330654507971743e-06,3.991304457996544e-13,6.392353444589901e-05,5.710167776994113e-06,215.0,2425000.0,0.009448274893792435,1261440000000000.0,1800000000000.0,33000000000.0
49,4.785585093717998e-09,6.046583588156301e-05,7.604395700990509e-13,4.154706151820906e-06,4.55875714588082e-13,6.439916217918578e-05,5.845505824237388e-06,215.0,2475000.0,0.008395337884334822,1261440000000000.0,1800000000000.0,33000000000.0
50,5.345652725426126e-09,6.031558148605215e-05,7.793216310739423e-13,3.977591816872378e-06,5.207750659728125e-13,6.486962925137154e-05,5.973398638285253e-06,215.0,2525000.0,0.007444271129483129,1261440000000000.0,1800000000000.0,33000000000.0
51,5.937369869012939e-09,6.016837136891428e-05,7.912690146383419e-13,3.79934509843718e-06,5.9507384799378e-13,6.533508253045428e-05,6.094038287248888e-06,215.0,2575000.0,0.006585974278122497,1261440000000000.0,1800000000000.0,33000000000.0
52,6.526895181747636e-09,6.0024119830847956e-05,7.905143179008691e-13,3.6200396091294936e-06,6.805474146594012e-13,6.579562365942674e-05,6.207617557346024e-06,215.0,2625000.0,0.005812181177589343,1261440000000000.0,1800000000000.0,33000000000.0
53,7.062186262145284e-09,5.988274298280012e-05,7.700311192182275e-13,3.4398322635009403e-06,7.799836932049548e-13,6.62512639021917e-05,6.3143722884672745e-06,215.0,2675000.0,0.005115438106073845,1261440000000000.0,1800000000000.0,33000000000.0
54,7.486485720619073e-09,5.974415990744886e-05,7.248246363131381e-13,3.259020972063981e-06,8.976230829852087e-13,6.670186353092314e-05,6.414662757401628e-06,215.0,2725000.0,0.004489083500477114,1261440000000000.0,1800000000000.0,33000000000.0
55,7.763615310247703e-09,5.960829433698008e-05,6.561329836326806e-13,3.0781074229115365e-06,1.0391002895895342e-12,6.714706591938125e-05,6.509082840584749e-06,215.0,2775000.0,0.003927213132553579,1261440000000000.0,1800000000000.0,33000000000.0
56,7.900160988528239e-09,5.9475076046080276e-05,5.727374177158139e-13,2.897848764459291e-06,1.2107045532856903e-12,6.758624453462882e-05,6.598552689109262e-06,215.0,2825000.0,0.003424615324060016,1261440000000000.0,1800000000000.0,33000000000.0
57,7.947049009592622e-09,5.934444103260338e-05,4.871948403622733e-13,2.719279048104939e-06,1.4184325716380229e-12,6.80184837211914e-05,6.684342005770081e-06,215.0,2875000.0,0.002976668310558407,1261440000000000.0,1800000000000.0,33000000000.0
58,7.979194553882857e-09,5.9216330243625954e-05,4.100506248909846e-13,2.543684514945032e-06,1.6674452522030316e-12,6.844260891768546e-05,6.7680062153289194e-06,215.0,2925000.0,0.002579204088788167,1261440000000000.0,1800000000000.0,33000000000.0
59,8.069724529568054e-09,5.909068748580591e-05,3.467259280452393e-13,2.3725278636617014e-06,1.961936920684149e-12,6.885726876873369e-05,6.8512639288517886e-06,215.0,2975000.0,0.002228357076394593,1261440000000000.0,1800000000000.0,33000000000.0
60,8.275002825159878e-09,5.8967457400030205e-05,2.980526048480612e-13,2.20733285078277e-06,2.3050843340604984e-12,6.926105520489e-05,6.935858005234655e-06,215.0,3025000.0,0.0019204256308072798,1261440000000000.0,1800000000000.0,33000000000.0
61,8.633407302836716e-09,5.8846583911865e-05,2.6234551232803703e-13,2.049553617796957e-06,2.6990473181846315e-12,6.965263623830904e-05,7.023428073598317e-06,215.0,3075000.0,0.0016517729811032647,1261440000000000.0,1800000000000.0,33000000000.0
62,9.17153914258991e-09,5.8728009210254525e-05,2.3714843519276554e-13,1.900456310376806e-06,3.145219097313995e-12,7.003087444205625e-05,7.115407912320978e-06,215.0,3125000.0,0.0014187816786306049,1261440000000000.0,1800000000000.0,33000000000.0
63,9.911302073646493e-09,5.861167322435191e-05,2.201541575596524e-13,1.7610337963504679e-06,3.644606770370661e-12,7.039491135228273e-05,7.21295531716059e-06,215.0,3175000.0,0.0012178594769734485,1261440000000000.0,1800000000000.0,33000000000.0
64,1.0876382671274096e-08,5.849722908041542e-05,2.0952900875699443e-13,1.6316413279134078e-06,4.198571926757543e-12,7.07450804270497e-05,7.317174340449596e-06,215.0,3225000.0,0.001045276514465383,1261440000000000.0,1800000000000.0,33000000000.0
65,1.2096172413539122e-08,5.8384228363714896e-05,2.0391868871662007e-13,1.512270699905697e-06,4.8096457876132246e-12,7.108227238396743e-05,7.4290221657055736e-06,215.0,3275000.0,0.0008974664802370301,1261440000000000.0,1800000000000.0,33000000000.0
66,1.3606008412365924e-08,5.8272513481432226e-05,2.0232647955120083e-13,1.4029947018329424e-06,5.4818087289714174e-12,7.1406731655357e-05,7.548961378136761e-06,215.0,3325000.0,0.000771315625591817,1261440000000000.0,1800000000000.0,33000000000.0
67,1.5449112094446335e-08,5.8162039213251674e-05,2.0402326426044036e-13,1.3037603986342263e-06,6.221097986649178e-12,7.171860838441199e-05,7.677116859563855e-06,215.0,3375000.0,0.0006639975515902642,1261440000000000.0,1800000000000.0,33000000000.0
68,1.7679243726294102e-08,5.8052758917438495e-05,2.0848612245403936e-13,1.2143107143672155e-06,7.036024793316128e-12,7.201825727698954e-05,7.813431792893065e-06,215.0,3425000.0,0.0005729230656067753,1261440000000000.0,1800000000000.0,33000000000.0
69,2.0364016415608076e-08,5.794462528864172e-05,2.153563318923248e-13,1.1342375999820062e-06,7.937847129945657e-12,7.230618399179871e-05,7.957725354693837e-06,215.0,3475000.0,0.0004957623019859298,1261440000000000.0,1800000000000.0,33000000000.0
70,2.359026080507342e-08,5.783759110862425e-05,2.2442805998409755e-13,1.063031309848708e-06,8.940617112496577e-12,7.258299643384738e-05,8.109750202673102e-06,215.0,3525000.0,0.0004304509654539794,1261440000000000.0,1800000000000.0,33000000000.0
71,2.7478582024506536e-08,5.773142839813599e-05,2.3568676987913257e-13,1.000014841960935e-06,1.0062719761660487e-11,7.284982201840217e-05,8.269517453332734e-06,215.0,3575000.0,0.00037514350854189456,1261440000000000.0,1800000000000.0,33000000000.0
72,3.223250662126475e-08,5.762516467774088e-05,2.494562930558657e-13,9.441279549099515e-07,1.133889051130546e-11,7.310961028490513e-05,8.438308434076003e-06,215.0,3625000.0,0.00032812581205508156,1261440000000000.0,1800000000000.0,33000000000.0
73,3.8175413391878687e-08,5.7518010514566906e-05,2.6640766188448365e-13,8.945527949445661e-07,1.2824570666624355e-11,7.336472333304357e-05,8.617499935058831e-06,215.0,3675000.0,0.00028803101274421373,1261440000000000.0,1800000000000.0,33000000000.0
74,4.5800693645432355e-08,5.740993020282246e-05,2.8761628446481076e-13,8.508810002193722e-07,1.4597882495446473e-11,7.361567460161734e-05,8.80768379919993e-06,215.0,3725000.0,0.0002538230292151998,1261440000000000.0,1800000000000.0,33000000000.0
75,5.589969075351252e-08,5.730089553691391e-05,3.1484766776600695e-13,8.126722189955466e-07,1.6774644947205598e-11,7.386300581295585e-05,9.009992826866851e-06,215.0,3775000.0,0.00022460101672109743,1261440000000000.0,1800000000000.0,33000000000.0
76,6.96878957235792e-08,5.719089021712481e-05,3.5072395473299605e-13,7.794489919217885e-07,1.9503382227577466e-11,7.410727814030414e-05,9.226361035032023e-06,215.0,3825000.0,0.00019958288475713698,1261440000000000.0,1800000000000.0,33000000000.0
77,8.892935456145891e-08,5.7079914195846405e-05,3.9885284805869216e-13,7.506885246821747e-07,2.2939718868117706e-11,7.434905867097592e-05,9.459785278497502e-06,215.0,3875000.0,0.0001780901288493011,1261440000000000.0,1800000000000.0,33000000000.0
78,1.1601247638227981e-07,5.6967986072261515e-05,4.638711492087999e-13,7.258192081053749e-07,2.7195456497686332e-11,7.458890185566748e-05,9.714487563509301e-06,215.0,3925000.0,0.0001595358115123628,1261440000000000.0,1800000000000.0,33000000000.0
79,1.5392034190432913e-07,5.6855141371558317e-05,5.513395207192724e-13,7.042303761154037e-07,3.227778643155178e-11,7.482732969661248e-05,9.995859420477782e-06,215.0,3975000.0,0.00014341656678931378,1261440000000000.0,1800000000000.0,33000000000.0
80,2.060566579668893e-07,5.674142548195248e-05,6.673573768578107e-13,6.852996375536491e-07,3.8055905846206074e-11,7.506481734492546e-05,1.0310119716062412e-05,215.0,4025000.0,0.00012930790946387476,1261440000000000.0,1800000000000.0,33000000000.0
81,2.759463347425467e-07,5.662688228033234e-05,8.177844650155973e-13,6.684333259907662e-07,4.428707470685911e-11,7.53017890257295e-05,1.0663740865330026e-05,215.0,4075000.0,0.00011686053861543942,1261440000000000.0,1800000000000.0,33000000000.0
82,3.6689822300276995e-07,5.651154169739389e-05,1.007181830313545e-12,6.531075645542188e-07,5.069175643864975e-11,7.553862346195111e-05,1.1062821430855929e-05,215.0,4125000.0,0.00010579493704101699,1261440000000000.0,1800000000000.0,33000000000.0
83,4.817376585026964e-07,5.639540985775127e-05,1.2378625623235042e-12,6.388968909913588e-07,5.7029457629466764e-11,7.577566328281466e-05,1.1512602449122547e-05,215.0,4175000.0,9.589291180439194e-05,1261440000000000.0,1800000000000.0,33000000000.0
84,6.226690621764116e-07,5.62784639568428e-05,1.5094480497502028e-12,6.254846456744225e-07,6.313651812310914e-11,7.601322284274791e-05,1.20172264265689e-05,215.0,4225000.0,8.698675404953319e-05,1261440000000000.0,1800000000000.0,33000000000.0
85,7.912611434183533e-07,5.616065192029483e-05,1.8190161610334696e-12,6.126576805914141e-07,6.892520272920201e-11,7.625159250652817e-05,1.2579715792871948e-05,215.0,4275000.0,7.89478440525768e-05,1261440000000000.0,1800000000000.0,33000000000.0
86,9.885103745915681e-07,5.60418954622362e-05,2.161618868075629e-12,6.002918106236946e-07,7.436493102067984e-11,7.649104071560108e-05,1.3202087218838963e-05,215.0,4325000.0,7.167635472546032e-05,1261440000000000.0,1800000000000.0,33000000000.0
87,1.2149383287897084e-06,5.592209490434431e-05,2.5308849491166566e-12,5.883338787347972e-07,7.9462560348262e-11,7.673181567866617e-05,1.3885522582533736e-05,215.0,4375000.0,6.509290106783636e-05,1261440000000000.0,1800000000000.0,33000000000.0
88,1.4706941674681747e-06,5.580113447636897e-05,2.919543361560132e-12,5.767841281518257e-07,8.424769412534502e-11,7.697414756410888e-05,1.4630547086807106e-05,215.0,4425000.0,5.913226693347169e-05,1261440000000000.0,1800000000000.0,33000000000.0
89,1.7556483242787608e-06,5.56788872853944e-05,3.319827373502709e-12,5.65680682635777e-07,8.876294746970156e-11,7.721825118688873e-05,1.54371913542285e-05,215.0,4475000.0,5.373895446528861e-05,1261440000000000.0,1800000000000.0,33000000000.0
90,2.0694724200633845e-06,5.555521955311728e-05,3.723774546084685e-12,5.550867778746102e-07,9.305781558971573e-11,7.746432879747777e-05,1.6305129715763024e-05,215.0,4525000.0,4.886417406406545e-05,1261440000000000.0,1800000000000.0,33000000000.0
91,2.4117048852148215e-06,5.542999400394329e-05,4.123445012324123e-12,5.450807716784668e-07,9.71851154198451e-11,7.771257258905128e-05,1.723379421379126e-05,215.0,4575000.0,4.446389831428323e-05,1261440000000000.0,1800000000000.0,33000000000.0
92,2.7818037509751573e-06,5.530307242586462e-05,4.511074278917005e-12,5.357486556201802e-07,1.0119936546075007e-10,7.796316673721988e-05,1.8222467033264556e-05,215.0,4625000.0,4.049766066752375e-05,1261440000000000.0,1800000000000.0,33000000000.0
93,3.179188780330534e-06,5.517431750214416e-05,4.8791700271425635e-12,5.271786626127582e-07,1.051567088518391e-10,7.821628892743354e-05,1.9270355124465875e-05,215.0,4675000.0,3.692784997468509e-05,1261440000000000.0,1800000000000.0,33000000000.0
94,3.603275113359165e-06,5.504359407313313e-05,5.22055548288159e-12,5.194575380731667e-07,1.0911617614295919e-10,7.847211133470312e-05,2.0376650589540668e-05,215.0,4725000.0,3.371931796622364e-05,1261440000000000.0,1800000000000.0,33000000000.0
95,4.053500584159876e-06,5.491076994426411e-05,5.528354271813499e-12,5.126680623145995e-07,1.1314230117099666e-10,7.873080112886333e-05,2.1540580431813545e-05,215.0,4775000.0,3.083917135908587e-05,1261440000000000.0,1800000000000.0,33000000000.0
96,4.529348660474065e-06,5.4775716357396196e-05,5.795904867957494e-12,5.068874593701746e-07,1.1730933401157693e-10,7.899252053859718e-05,2.276144884626179e-05,215.0,4825000.0,2.8256662886774096e-05,1261440000000000.0,1800000000000.0,33000000000.0
97,5.0303687931707855e-06,5.463830824042292e-05,6.016592177527422e-12,5.021863789378178e-07,1.2170753075462118e-10,7.925742644693684e-05,2.403867488887071e-05,215.0,4875000.0,2.594312672831636e-05,1261440000000000.0,1800000000000.0,33000000000.0
98,5.556310389951228e-06,5.449839389324534e-05,6.1837500553034505e-12,4.986274094532758e-07,1.2645496718179808e-10,7.952572776114554e-05,2.5372118469063305e-05,215.0,4925000.0,2.3871888567076264e-05,1261440000000000.0,1800000000000.0,33000000000.0
99,6.107102039717642e-06,5.4355809171815284e-05,6.2905231196798586e-12,4.962656773653163e-07,1.3170793854294196e-10,7.979765561419272e-05,2.676200900499755e-05,215.0,4975000.0,2.2018274942688996e-05,1261440000000000.0,1800000000000.0,33000000000.0
100,6.682701382552005e-06,5.421042255918555e-05,6.329910371453351e-12,4.951489620624193e-07,1.3766991900889251e-10,8.007337498418863e-05,2.820855251745308e-05,215.0,5025000.0,2.0359566265981015e-05,1261440000000000.0,1800000000000.0,33000000000.0
101,7.283168635949275e-06,5.4062120295459844e-05,6.295351706525275e-12,4.953157669087908e-07,1.4460701191566758e-10,8.035301095651549e-05,2.9712105939828486e-05,215.0,5075000.0,1.88748529465511e-05,1261440000000000.0,1800000000000.0,33000000000.0
102,7.908748766020874e-06,5.3910792066839e-05,6.1817269873886106e-12,4.967938381370312e-07,1.5286309255656835e-10,8.063667244269296e-05,3.127336944185584e-05,215.0,5125000.0,1.754492747933426e-05,1261440000000000.0,1800000000000.0,33000000000.0
103,8.559902661625707e-06,5.3756330943698625e-05,5.9867103527471406e-12,4.995988315321235e-07,1.628717039032452e-10,8.09244478633445e-05,3.289345017366601e-05,215.0,5175000.0,1.6352189865861564e-05,1261440000000000.0,1800000000000.0,33000000000.0
104,9.237339896693458e-06,5.359863329911377e-05,5.712240414013128e-12,5.037328401057019e-07,1.751645707545176e-10,8.121640021986486e-05,3.4573931277022026e-05,215.0,5225000.0,1.528055328562391e-05,1261440000000000.0,1800000000000.0,33000000000.0
105,9.942051739430029e-06,5.34375986731902e-05,5.365634690732337e-12,5.091828980549838e-07,1.9037489052449881e-10,8.15125617964733e-05,3.631694292990906e-05,215.0,5275000.0,1.4315354534496796e-05,1261440000000000.0,1800000000000.0,33000000000.0
106,1.0675342649779434e-05,5.327312957127925e-05,4.9598517250363094e-12,5.159196076178295e-07,2.0923315970990184e-10,8.181292878857556e-05,3.8125230733496855e-05,215.0,5325000.0,1.3443272305051324e-05,1261440000000000.0,1800000000000.0,33000000000.0
107,1.1438858104603788e-05,5.310513117877759e-05,4.512596342585838e-12,5.23896062044627e-07,2.3255296045414616e-10,8.211745626957524e-05,4.000221579443571e-05,215.0,5375000.0,1.265225499461087e-05,1261440000000000.0,1800000000000.0,33000000000.0
108,1.2234606044709615e-05,5.293351096572079e-05,4.044338652662378e-12,5.330472580779992e-07,2.6120436289238644e-10,8.242605402471714e-05,4.195204021499746e-05,215.0,5425000.0,1.193145846453923e-05,1261440000000000.0,1800000000000.0,33000000000.0
109,1.306496857118082e-05,5.275817817439386e-05,3.5757166339424393e-12,5.432901927552671e-07,2.9607389972999785e-10,8.273858380656416e-05,4.397959118477236e-05,215.0,5475000.0,1.1271192870564152e-05,1261440000000000.0,1800000000000.0,33000000000.0
110,1.3932700309355073e-05,5.2579043188580214e-05,3.1250133344913043e-12,5.545248085285904e-07,3.3801248252167244e-10,8.305485854556699e-05,4.60904972736488e-05,215.0,5525000.0,1.0662876304761186e-05,1261440000000000.0,1800000000000.0,33000000000.0
